calendar_consistent,case_id,cleaned_output,delta_seconds,error,error_subtype,error_type,estimated_cost_usd,extraction_clean,format,format_compliance,gold_choice,gold_formatted,input_tokens,latency_ms,model,model_cell,options,output_tokens,parse_mode,provider_model,raw_output,reasoning_mode,reasoning_tokens,selected_choice,selected_option_content,semantic_correct,syntactic_valid,task_id,task_type,timestamp,warnings
True,extract_017__natural_language,"Wednesday, March 28, 2029 at 12:05 PM Australia/Sydney",0.0,,,,0.00018265,True,natural_language,0.6428571428571428,,"Wednesday, March 28, 2029 at 12:05 PM AEDT",231,5098,google/gemini-3-flash-preview,small_reasoning,{},23,strict,google/gemini-3-flash-preview-20251217,"Wednesday, March 28, 2029 at 12:05 PM Australia/Sydney",reasoning,0,,,True,True,extract_017,extraction_from_passage,2026-03-14T07:09:58.179599Z,iana_timezone
True,multi_hop_020__natural_language,"Monday, September 29, 2025 at 8:15 AM JST",0.0,,,,0.00015097,True,natural_language,1.0,,"Monday, September 29, 2025 at 8:15 AM JST",179,4585,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Monday, September 29, 2025 at 8:15 AM JST",reasoning,0,,,True,True,multi_hop_020,multi_hop_reasoning,2026-03-14T07:09:59.217805Z,
,format_conv_012__iso_8601,2020-05-09T11:15:00-07:00,0.0,,,,0.00015147,True,iso_8601,1.0,,2020-05-09T11:15:00-07:00,156,5180,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2020-05-09T11:15:00-07:00,reasoning,0,,,True,True,format_conv_012,format_conversion,2026-03-14T07:10:00.538815Z,
True,extract_005__rfc_2822,"Mon, 01 Aug 2022 15:55:00 +0530",0.0,,,,0.00019404,True,rfc_2822,1.0,,"Mon, 01 Aug 2022 15:55:00 +0530",242,5379,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Mon, 01 Aug 2022 15:55:00 +0530",reasoning,0,,,True,True,extract_005,extraction_from_passage,2026-03-14T07:10:01.672705Z,
True,direct_gen_004__natural_language,"Monday, March 2, 2020 at 11:15 AM PST",0.0,,,,0.00013217,True,natural_language,1.0,,"Monday, March 2, 2020 at 11:15 AM PST",147,5035,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,"Monday, March 2, 2020 at 11:15 AM PST",reasoning,0,,,True,True,direct_gen_004,direct_generation,2026-03-14T07:10:02.273925Z,
,direct_gen_007__iso_8601,2025-05-05T07:50:00+00:00,0.0,,,,0.00014998,True,iso_8601,1.0,,2025-05-05T07:50:00+00:00,153,5267,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2025-05-05T07:50:00+00:00,reasoning,0,,,True,True,direct_gen_007,direct_generation,2026-03-14T07:10:03.447500Z,
True,temporal_arith_016__rfc_2822,"Tue, 01 Jul 2025 13:20:00 +0900",0.0,,,,0.00015543,True,rfc_2822,1.0,,"Tue, 01 Jul 2025 13:20:00 +0900",164,5064,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Tue, 01 Jul 2025 13:20:00 +0900",reasoning,0,,,True,True,temporal_arith_016,temporal_arithmetic,2026-03-14T07:10:04.282322Z,
,edge_002__iso_8601,2025-03-01T12:00:00+00:00,0.0,,,,0.00015196,True,iso_8601,1.0,,2025-03-01T12:00:00+00:00,157,4685,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2025-03-01T12:00:00+00:00,reasoning,0,,,True,True,edge_002,edge_cases,2026-03-14T07:10:05.224970Z,
True,direct_gen_008__natural_language,"Wednesday, July 15, 2026 at 9:50 AM JST",0.0,,,,0.00013365,True,natural_language,1.0,,"Wednesday, July 15, 2026 at 9:50 AM JST",144,4691,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Wednesday, July 15, 2026 at 9:50 AM JST",reasoning,0,,,True,True,direct_gen_008,direct_generation,2026-03-14T07:10:06.364548Z,
,mc_009__natural_language,A,,,,,0.00013167,True,natural_language,1.0,A,"Wednesday, February 26, 2025 at 3:55 PM AEDT",260,5038,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Wednesday, February 26, 2025 at 3:55 PM AEDT"", ""B"": ""Thursday, February 27, 2025 at 3:55 PM AEDT"", ""C"": ""Wednesday, February 26, 2025 at 3:55 AM AEDT"", ""D"": ""Thursday, February 26, 2025 at 3:55 PM AEDT""}",1,choice_letter,google/gemini-3-flash-preview-20251217,A,reasoning,0,A,"Wednesday, February 26, 2025 at 3:55 PM AEDT",True,True,mc_009,multiple_choice_validation,2026-03-14T07:10:07.312917Z,
,extract_006__iso_8601,2028-01-27T19:00:00+11:00,0.0,,,,0.00019453,True,iso_8601,1.0,,2028-01-27T19:00:00+11:00,243,4873,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2028-01-27T19:00:00+11:00,reasoning,0,,,True,True,extract_006,extraction_from_passage,2026-03-14T07:10:11.049054Z,
True,format_conv_012__natural_language,"Saturday, May 09, 2020 at 11:15 AM PDT",0.0,,,,0.0001386,True,natural_language,0.972972972972973,,"Saturday, May 9, 2020 at 11:15 AM PDT",154,5043,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Saturday, May 09, 2020 at 11:15 AM PDT",reasoning,0,,,True,True,format_conv_012,format_conversion,2026-03-14T07:10:12.053490Z,
True,direct_gen_006__rfc_2822,"Mon, 17 Jun 2030 16:30:00 +0900",0.0,,,,0.00015048,True,rfc_2822,1.0,,"Mon, 17 Jun 2030 16:30:00 +0900",154,5109,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Mon, 17 Jun 2030 16:30:00 +0900",reasoning,0,,,True,True,direct_gen_006,direct_generation,2026-03-14T07:10:13.062510Z,
True,extract_005__natural_language,"Monday, August 1, 2022 at 3:55 PM Asia/Kolkata",0.0,,,,0.00018315,True,natural_language,0.6756756756756757,,"Monday, August 1, 2022 at 3:55 PM IST",232,4894,google/gemini-3-flash-preview,small_reasoning,{},23,strict,google/gemini-3-flash-preview-20251217,"Monday, August 1, 2022 at 3:55 PM Asia/Kolkata",reasoning,0,,,True,True,extract_005,extraction_from_passage,2026-03-14T07:10:13.987535Z,iana_timezone
True,temporal_arith_017__natural_language,"Thursday, March 28, 2024 at 1:20 AM EDT",0.0,,,,0.00013662,True,natural_language,1.0,,"Thursday, March 28, 2024 at 1:20 AM EDT",156,4931,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,"Thursday, March 28, 2024 at 1:20 AM EDT",reasoning,0,,,True,True,temporal_arith_017,temporal_arithmetic,2026-03-14T07:10:14.972221Z,
False,extract_020__natural_language,"Friday, September 6, 2024 at 7:55 PM EDT",40258200.0,,,extraction_error,0.00017176,True,natural_language,0.4054054054054054,,"Tuesday, May 30, 2023 at 10:05 AM JST",233,4845,google/gemini-3-flash-preview,small_reasoning,{},19,strict,google/gemini-3-flash-preview-20251217,"Friday, September 6, 2024 at 7:55 PM EDT",reasoning,0,,,False,True,extract_020,extraction_from_passage,2026-03-14T07:10:15.895267Z,
,edge_019__iso_8601,2028-02-29T08:00:00+11:00,0.0,,,,0.00014998,True,iso_8601,1.0,,2028-02-29T08:00:00+11:00,153,5122,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2028-02-29T08:00:00+11:00,reasoning,0,,,True,True,edge_019,edge_cases,2026-03-14T07:10:17.176211Z,
True,format_conv_006__rfc_2822,"Thu, 21 Dec 2028 11:25:00 -0800",0.0,,,,0.00015097,True,rfc_2822,1.0,,"Thu, 21 Dec 2028 11:25:00 -0800",155,5582,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Thu, 21 Dec 2028 11:25:00 -0800",reasoning,0,,,True,True,format_conv_006,format_conversion,2026-03-14T07:10:18.644997Z,
False,multi_hop_004__rfc_2822,"Tue, 26 Nov 2030 08:15:00 +0900",172800.0,,,day_of_week_error,0.00016781,True,rfc_2822,0.9032258064516129,,"Thu, 28 Nov 2030 08:15:00 +0900",189,5110,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Tue, 26 Nov 2030 08:15:00 +0900",reasoning,0,,,False,True,multi_hop_004,multi_hop_reasoning,2026-03-14T07:10:19.098643Z,
,mc_011__rfc_2822,C,,,,,0.00014553,True,rfc_2822,1.0,C,"Wed, 18 Jul 2029 20:10:00 +0100",288,4916,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Wed, 18 07 2029 20:10:00 +0100"", ""B"": ""Thu, 19 Jul 2029 20:10:00 +0100"", ""C"": ""Wed, 18 Jul 2029 20:10:00 +0100"", ""D"": ""Thu, 18 Jul 2029 20:10:00 +0100""}",1,choice_letter,google/gemini-3-flash-preview-20251217,C,reasoning,0,C,"Wed, 18 Jul 2029 20:10:00 +0100",True,True,mc_011,multiple_choice_validation,2026-03-14T07:10:19.889125Z,
True,direct_gen_020__rfc_2822,"Mon, 16 Oct 2023 13:30:00 -0400",0.0,,,,0.00015147,True,rfc_2822,1.0,,"Mon, 16 Oct 2023 13:30:00 -0400",156,5121,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Mon, 16 Oct 2023 13:30:00 -0400",reasoning,0,,,True,True,direct_gen_020,direct_generation,2026-03-14T07:10:21.017200Z,
True,extract_018__rfc_2822,"Fri, 19 Jan 2024 10:40:00 +0000",0.0,,,,0.00019453,True,rfc_2822,1.0,,"Fri, 19 Jan 2024 10:40:00 +0000",243,4873,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Fri, 19 Jan 2024 10:40:00 +0000",reasoning,0,,,True,True,extract_018,extraction_from_passage,2026-03-14T07:10:22.050527Z,
True,format_conv_007__rfc_2822,"Wed, 20 Mar 2024 17:35:00 +0900",0.0,,,,0.00015097,True,rfc_2822,1.0,,"Wed, 20 Mar 2024 17:35:00 +0900",155,4385,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Wed, 20 Mar 2024 17:35:00 +0900",reasoning,0,,,True,True,format_conv_007,format_conversion,2026-03-14T07:10:23.030921Z,
,format_conv_008__iso_8601,2020-03-04T18:30:00+00:00,0.0,,,,0.00015097,True,iso_8601,1.0,,2020-03-04T18:30:00+00:00,155,4820,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2020-03-04T18:30:00+00:00,reasoning,0,,,True,True,format_conv_008,format_conversion,2026-03-14T07:10:23.919685Z,
,mc_020__natural_language,D,,,,,0.00013167,True,natural_language,1.0,D,"Wednesday, May 15, 2024 at 8:15 AM AEST",260,4934,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Wednesday, May 15, 2024 at 8:15 PM AEST"", ""B"": ""Thursday, May 15, 2024 at 8:15 AM AEST"", ""C"": ""Thursday, May 16, 2024 at 8:15 AM AEST"", ""D"": ""Wednesday, May 15, 2024 at 8:15 AM AEST""}",1,choice_letter,google/gemini-3-flash-preview-20251217,D,reasoning,0,D,"Wednesday, May 15, 2024 at 8:15 AM AEST",True,True,mc_020,multiple_choice_validation,2026-03-14T07:10:24.824218Z,
True,temporal_arith_016__natural_language,"Tuesday, July 1, 2025 at 1:20 PM JST",0.0,,,,0.00013563,True,natural_language,1.0,,"Tuesday, July 1, 2025 at 1:20 PM JST",154,5023,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,"Tuesday, July 1, 2025 at 1:20 PM JST",reasoning,0,,,True,True,temporal_arith_016,temporal_arithmetic,2026-03-14T07:10:26.041461Z,
True,format_conv_017__rfc_2822,"Thu, 02 Jun 2022 12:40:00 +0530",0.0,,,,0.00015543,True,rfc_2822,1.0,,"Thu, 02 Jun 2022 12:40:00 +0530",164,4916,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Thu, 02 Jun 2022 12:40:00 +0530",reasoning,0,,,True,True,format_conv_017,format_conversion,2026-03-14T07:10:26.967325Z,
True,format_conv_007__natural_language,"Wednesday, March 20, 2024 at 5:35 PM GMT+9",64800.0,,,timezone_error,0.00014157,True,natural_language,0.9,,"Wednesday, March 20, 2024 at 5:35 PM JST",154,5009,google/gemini-3-flash-preview,small_reasoning,{},22,strict,google/gemini-3-flash-preview-20251217,"Wednesday, March 20, 2024 at 5:35 PM GMT+9",reasoning,0,,,False,True,format_conv_007,format_conversion,2026-03-14T07:10:28.041718Z,
True,extract_012__rfc_2822,"Thu, 03 Oct 2024 18:45:00 +1000",0.0,,,,0.00019255,True,rfc_2822,1.0,,"Thu, 03 Oct 2024 18:45:00 +1000",239,5018,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Thu, 03 Oct 2024 18:45:00 +1000",reasoning,0,,,True,True,extract_012,extraction_from_passage,2026-03-14T07:10:28.938392Z,
,extract_001__iso_8601,2026-06-30T19:00:00-04:00,0.0,,,,0.00019503,True,iso_8601,1.0,,2026-06-30T19:00:00-04:00,244,5247,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2026-06-30T19:00:00-04:00,reasoning,0,,,True,True,extract_001,extraction_from_passage,2026-03-14T07:10:30.071833Z,
,format_conv_009__iso_8601,2020-01-11T13:15:00+09:00,0.0,,,,0.00015196,True,iso_8601,1.0,,2020-01-11T13:15:00+09:00,157,5065,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2020-01-11T13:15:00+09:00,reasoning,0,,,True,True,format_conv_009,format_conversion,2026-03-14T07:10:31.107714Z,
True,temporal_arith_005__natural_language,"Saturday, December 11, 2021 at 12:40 PM GMT",0.0,,,,0.0001386,True,natural_language,1.0,,"Saturday, December 11, 2021 at 12:40 PM GMT",154,4936,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Saturday, December 11, 2021 at 12:40 PM GMT",reasoning,0,,,True,True,temporal_arith_005,temporal_arithmetic,2026-03-14T07:10:31.904531Z,
True,temporal_arith_002__natural_language,"Sunday, November 2, 2025 at 2:30 AM EST",3600.0,,,arithmetic_error,0.00013316,True,natural_language,0.9743589743589743,,"Sunday, November 2, 2025 at 3:30 AM EST",155,4997,google/gemini-3-flash-preview,small_reasoning,{},19,strict,google/gemini-3-flash-preview-20251217,"Sunday, November 2, 2025 at 2:30 AM EST",reasoning,0,,,False,True,temporal_arith_002,temporal_arithmetic,2026-03-14T07:10:33.040386Z,
,direct_gen_010__iso_8601,2025-10-31T19:15:00-04:00,0.0,,,,0.00015246,True,iso_8601,1.0,,2025-10-31T19:15:00-04:00,158,5110,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2025-10-31T19:15:00-04:00,reasoning,0,,,True,True,direct_gen_010,direct_generation,2026-03-14T07:10:34.049490Z,
,mc_016__iso_8601,D,,,,,0.0001485,True,iso_8601,1.0,D,2021-07-24T16:15:00+05:30,294,4855,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""2021-07-25T16:15:00+05:30"", ""B"": ""2021-07-24T16:15:00-05:30"", ""C"": ""2021-07-24 16:15:00+05:30"", ""D"": ""2021-07-24T16:15:00+05:30""}",1,choice_letter,google/gemini-3-flash-preview-20251217,D,reasoning,0,D,2021-07-24T16:15:00+05:30,True,True,mc_016,multiple_choice_validation,2026-03-14T07:10:34.928014Z,
,direct_gen_013__iso_8601,2024-04-02T12:30:00-07:00,0.0,,,,0.00015296,True,iso_8601,1.0,,2024-04-02T12:30:00-07:00,159,4921,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2024-04-02T12:30:00-07:00,reasoning,0,,,True,True,direct_gen_013,direct_generation,2026-03-14T07:10:36.029993Z,
True,direct_gen_016__natural_language,"Sunday, March 16, 2025 at 9:45 AM GMT",0.0,,,,0.00013068,True,natural_language,1.0,,"Sunday, March 16, 2025 at 9:45 AM GMT",144,5456,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,"Sunday, March 16, 2025 at 9:45 AM GMT",reasoning,0,,,True,True,direct_gen_016,direct_generation,2026-03-14T07:10:37.361099Z,
True,direct_gen_017__natural_language,"Tuesday, December 21, 2021 at 12:05 PM PST",0.0,,,,0.00013563,True,natural_language,1.0,,"Tuesday, December 21, 2021 at 12:05 PM PST",148,4975,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Tuesday, December 21, 2021 at 12:05 PM PST",reasoning,0,,,True,True,direct_gen_017,direct_generation,2026-03-14T07:10:38.016832Z,
,mc_003__iso_8601,C,,,,,0.000148,True,iso_8601,1.0,C,2025-11-08T09:40:00+05:30,293,4792,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""2025-11-08 09:40:00+05:30"", ""B"": ""2025-11-08T09:40:00-05:30"", ""C"": ""2025-11-08T09:40:00+05:30"", ""D"": ""2025-11-09T09:40:00+05:30""}",1,choice_letter,google/gemini-3-flash-preview-20251217,C,reasoning,0,C,2025-11-08T09:40:00+05:30,True,True,mc_003,multiple_choice_validation,2026-03-14T07:10:38.842493Z,
False,multi_hop_018__rfc_2822,"Tue, 05 Oct 2027 09:00:00 +0000",259200.0,,,day_of_week_error,0.00016781,True,rfc_2822,0.8709677419354839,,"Fri, 08 Oct 2027 09:00:00 +0000",189,5007,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Tue, 05 Oct 2027 09:00:00 +0000",reasoning,0,,,False,True,multi_hop_018,multi_hop_reasoning,2026-03-14T07:10:39.936465Z,
,mc_001__iso_8601,C,,,,,0.0001485,True,iso_8601,1.0,C,2021-11-13T17:20:00-05:00,294,4880,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""2021-11-13 17:20:00-05:00"", ""B"": ""2021-11-13T17:20:00+05:00"", ""C"": ""2021-11-13T17:20:00-05:00"", ""D"": ""2021-11-14T17:20:00-05:00""}",1,choice_letter,google/gemini-3-flash-preview-20251217,C,reasoning,0,C,2021-11-13T17:20:00-05:00,True,True,mc_001,multiple_choice_validation,2026-03-14T07:10:43.628723Z,
True,direct_gen_002__natural_language,"Saturday, June 24, 2028 at 1:55 PM AEST",0.0,,,,0.00013365,True,natural_language,1.0,,"Saturday, June 24, 2028 at 1:55 PM AEST",144,4784,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Saturday, June 24, 2028 at 1:55 PM AEST",reasoning,0,,,True,True,direct_gen_002,direct_generation,2026-03-14T07:10:44.863958Z,
True,multi_hop_017__natural_language,"Sunday, August 13, 2028 at 10:00 AM UTC",0.0,,,,0.00014652,True,natural_language,1.0,,"Sunday, August 13, 2028 at 10:00 AM UTC",170,5056,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Sunday, August 13, 2028 at 10:00 AM UTC",reasoning,0,,,True,True,multi_hop_017,multi_hop_reasoning,2026-03-14T07:10:45.791173Z,
,mc_008__rfc_2822,D,,,,,0.00014454,True,rfc_2822,1.0,D,"Thu, 18 Feb 2027 09:10:00 +0000",286,5042,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Fri, 19 Feb 2027 09:10:00 +0000"", ""B"": ""Thu, 18 02 2027 09:10:00 +0000"", ""C"": ""Fri, 18 Feb 2027 09:10:00 +0000"", ""D"": ""Thu, 18 Feb 2027 09:10:00 +0000""}",1,choice_letter,google/gemini-3-flash-preview-20251217,D,reasoning,0,D,"Thu, 18 Feb 2027 09:10:00 +0000",True,True,mc_008,multiple_choice_validation,2026-03-14T07:10:46.603526Z,
True,direct_gen_016__rfc_2822,"Sun, 16 Mar 2025 09:45:00 +0000",0.0,,,,0.00015048,True,rfc_2822,1.0,,"Sun, 16 Mar 2025 09:45:00 +0000",154,5116,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Sun, 16 Mar 2025 09:45:00 +0000",reasoning,0,,,True,True,direct_gen_016,direct_generation,2026-03-14T07:10:47.770975Z,
True,format_conv_010__rfc_2822,"Fri, 24 Jun 2022 12:35:00 +0530",0.0,,,,0.00015097,True,rfc_2822,1.0,,"Fri, 24 Jun 2022 12:35:00 +0530",155,5110,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Fri, 24 Jun 2022 12:35:00 +0530",reasoning,0,,,True,True,format_conv_010,format_conversion,2026-03-14T07:10:48.740094Z,
,mc_002__iso_8601,C,,,,,0.000148,True,iso_8601,1.0,C,2021-04-03T20:40:00-04:00,293,5400,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""2021-04-03T20:40:00+04:00"", ""B"": ""2021-04-03 20:40:00-04:00"", ""C"": ""2021-04-03T20:40:00-04:00"", ""D"": ""2021-04-04T20:40:00-04:00""}",1,choice_letter,google/gemini-3-flash-preview-20251217,C,reasoning,0,C,2021-04-03T20:40:00-04:00,True,True,mc_002,multiple_choice_validation,2026-03-14T07:10:50.264955Z,
True,extract_009__rfc_2822,"Mon, 02 Sep 2024 08:40:00 +0100",0.0,,,,0.00019404,True,rfc_2822,1.0,,"Mon, 02 Sep 2024 08:40:00 +0100",242,5178,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Mon, 02 Sep 2024 08:40:00 +0100",reasoning,0,,,True,True,extract_009,extraction_from_passage,2026-03-14T07:10:50.970018Z,
True,multi_hop_009__natural_language,"Tuesday, January 7, 2025 at 10:00 AM EST",0.0,,,,0.00014553,True,natural_language,1.0,,"Tuesday, January 7, 2025 at 10:00 AM EST",174,5159,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,"Tuesday, January 7, 2025 at 10:00 AM EST",reasoning,0,,,True,True,multi_hop_009,multi_hop_reasoning,2026-03-14T07:10:51.764333Z,
True,edge_002__natural_language,"Saturday, March 1, 2025 at 12:00 PM UTC",0.0,,,,0.00013118,True,natural_language,1.0,,"Saturday, March 1, 2025 at 12:00 PM UTC",145,5261,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,"Saturday, March 1, 2025 at 12:00 PM UTC",reasoning,0,,,True,True,edge_002,edge_cases,2026-03-14T07:10:53.033381Z,
True,edge_017__natural_language,"Saturday, March 14, 2026 at 12:00 AM UTC",0.0,,,,0.00013019,True,natural_language,1.0,,"Saturday, March 14, 2026 at 12:00 AM UTC",137,5135,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Saturday, March 14, 2026 at 12:00 AM UTC",reasoning,0,,,True,True,edge_017,edge_cases,2026-03-14T07:10:53.876212Z,
True,direct_gen_012__rfc_2822,"Sun, 30 Aug 2020 12:40:00 +0530",0.0,,,,0.00015196,True,rfc_2822,1.0,,"Sun, 30 Aug 2020 12:40:00 +0530",157,4523,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Sun, 30 Aug 2020 12:40:00 +0530",reasoning,0,,,True,True,direct_gen_012,direct_generation,2026-03-14T07:10:54.788540Z,
True,edge_010__rfc_2822,"Sun, 26 Oct 2025 02:30:00 +0000",3600.0,,,arithmetic_error,0.00015345,True,rfc_2822,0.967741935483871,,"Sun, 26 Oct 2025 03:30:00 +0000",160,4810,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Sun, 26 Oct 2025 02:30:00 +0000",reasoning,0,,,False,True,edge_010,edge_cases,2026-03-14T07:10:55.781428Z,
True,format_conv_013__rfc_2822,"Tue, 11 Aug 2026 20:30:00 +0900",0.0,,,,0.00015543,True,rfc_2822,1.0,,"Tue, 11 Aug 2026 20:30:00 +0900",164,4995,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,"Tue, 11 Aug 2026 20:30:00 +0900",reasoning,0,,,True,True,format_conv_013,format_conversion,2026-03-14T07:10:56.760358Z,
True,edge_019__natural_language,"Tuesday, February 29, 2028 at 8:00 AM AEDT",0.0,,,,0.00013217,True,natural_language,1.0,,"Tuesday, February 29, 2028 at 8:00 AM AEDT",141,4742,google/gemini-3-flash-preview,small_reasoning,{},21,strict,google/gemini-3-flash-preview-20251217,"Tuesday, February 29, 2028 at 8:00 AM AEDT",reasoning,0,,,True,True,edge_019,edge_cases,2026-03-14T07:10:57.776118Z,
True,multi_hop_015__natural_language,"Thursday, August 9, 2029 at 10:30 AM PDT",0.0,,,,0.00015246,True,natural_language,1.0,,"Thursday, August 9, 2029 at 10:30 AM PDT",188,4881,google/gemini-3-flash-preview,small_reasoning,{},20,strict,google/gemini-3-flash-preview-20251217,"Thursday, August 9, 2029 at 10:30 AM PDT",reasoning,0,,,True,True,multi_hop_015,multi_hop_reasoning,2026-03-14T07:10:58.758885Z,
,mc_002__natural_language,C,,,,,0.0001282,True,natural_language,1.0,C,"Saturday, April 3, 2021 at 8:40 PM EDT",253,4848,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Saturday, April 3, 2021 at 8:40 AM EDT"", ""B"": ""Sunday, April 3, 2021 at 8:40 PM EDT"", ""C"": ""Saturday, April 3, 2021 at 8:40 PM EDT"", ""D"": ""Sunday, April 4, 2021 at 8:40 PM EDT""}",1,choice_letter,google/gemini-3-flash-preview-20251217,C,reasoning,0,C,"Saturday, April 3, 2021 at 8:40 PM EDT",True,True,mc_002,multiple_choice_validation,2026-03-14T07:10:59.637692Z,
,format_conv_017__iso_8601,2022-06-02T12:40:00+05:30,0.0,,,,0.00015642,True,iso_8601,1.0,,2022-06-02T12:40:00+05:30,166,5141,google/gemini-3-flash-preview,small_reasoning,{},25,strict,google/gemini-3-flash-preview-20251217,2022-06-02T12:40:00+05:30,reasoning,0,,,True,True,format_conv_017,format_conversion,2026-03-14T07:11:00.923293Z,
,mc_017__natural_language,C,,,,,0.00012969,True,natural_language,1.0,C,"Friday, December 24, 2027 at 2:50 PM GMT",256,5154,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""Saturday, December 25, 2027 at 2:50 PM GMT"", ""B"": ""Saturday, December 24, 2027 at 2:50 PM GMT"", ""C"": ""Friday, December 24, 2027 at 2:50 PM GMT"", ""D"": ""Friday, December 24, 2027 at 2:50 AM GMT""}",1,choice_letter,google/gemini-3-flash-preview-20251217,C,reasoning,0,C,"Friday, December 24, 2027 at 2:50 PM GMT",True,True,mc_017,multiple_choice_validation,2026-03-14T07:11:01.915000Z,
,mc_011__iso_8601,B,,,,,0.00014751,True,iso_8601,1.0,B,2029-07-18T20:10:00+01:00,292,4928,google/gemini-3-flash-preview,small_reasoning,"{""A"": ""2029-07-18 20:10:00+01:00"", ""B"": ""2029-07-18T20:10:00+01:00"", ""C"": ""2029-07-18T20:10:00-01:00"", ""D"": ""2029-07-19T20:10:00+01:00""}",1,choice_letter,google/gemini-3-flash-preview-20251217,B,reasoning,0,B,2029-07-18T20:10:00+01:00,True,True,mc_011,multiple_choice_validation,2026-03-14T07:11:02.705592Z,
